"","y","w","age","polviews","income","educ","marital","sex"
"4609",1,0,64,5,9,12,1,1
"4610",0,1,84,6,8,12,1,1
"4611",0,1,27,4,12,11,1,2
"4612",0,1,71,6,6,12,1,2
"4613",0,1,20,4,9,12,1,1
"4614",1,0,25,4.1220088,12,9,1,2
"4616",0,0,49,3,12,8,1,1
"4617",0,0,29,4,11,8,1,1
"4618",1,0,29,4.1220088,10,12,1,1
"4619",0,0,23,4,12,12,1,2
"4620",1,0,38,5,9,9,1,1
"4621",1,0,28,6,10,16,1,1
"4622",1,0,42,6,12,13,1,1
"4624",1,0,27,2,9,12,1,2
"4625",0,0,49,6,12,19,1,2
"4626",0,0,79,4,12,11,2,2
"4627",0,1,60,5,9,11,2,2
"4628",0,0,43,2,6,7,3,2
"4629",0,0,24,5,9,12,4,2
"4630",0,1,33,5,12,12,1,1
"4631",0,1,38,3,12,12,1,1
"4632",1,0,27,4,12,12,1,2
"4633",0,0,79,4,5,8,1,2
"4634",0,1,40,4,9,12,1,1
"4635",0,0,78,4.1220088,4,8,2,2
"4636",1,0,43,4,10,11,1,1
"4637",0,1,57,7,3,12,1,2
"4638",1,0,71,4,10,7,3,1
"4639",0,1,59,5,12,8,1,1
"4640",0,1,21,3,12,12,1,2
"4641",1,0,37,4,12,12,1,1
"4642",1,0,68,3,8,8,1,1
"4643",0,1,23,2,10,14,5,1
"4644",0,0,46,4,9,11,4,1
"4645",0,0,74,4.1220088,9,7,1,2
"4646",0,1,46,4,12,16,1,1
"4648",0,1,56,6,12,13,1,2
"4649",0,1,29,6,12,12,1,1
"4650",0,1,44,6,12,13,1,1
"4651",0,1,49,5,8,8,4,2
"4653",0,0,27,2,1,10,1,2
"4654",0,0,22,4,9,12,1,2
"4655",0,1,58,5,12,16,2,2
"4656",1,0,43,5,12,9,1,2
"4657",0,0,72,6,9,13,5,2
"4658",0,1,26,4,12,12,1,1
"4659",0,1,89,2,2,3,1,1
"4660",0,1,41,4,12,12,5,1
"4661",1,0,47,4,12,10,2,2
"4662",1,0,36,5,12,12,1,1
"4664",0,1,35,4,5,5,1,1
"4665",0,1,40,4,10,11,1,1
"4666",0,1,84,4,9,4,2,2
"4667",0,0,27,3,4,10,1,2
"4668",0,0,37,2,11,10,1,1
"4669",0,0,40,6,11,17,1,2
"4670",0,1,35,5,12,17,3,2
"4671",1,1,58,4,9,12,3,1
"4672",0,1,88,5,7,7,1,1
"4673",0,0,33,7,4,11,1,2
"4674",0,1,30,3,12,12,1,2
"4675",0,1,43,4,10,12,3,1
"4676",1,0,24,4,12,12,5,1
"4677",1,1,37,4,12,12,1,1
"4678",0,1,19,3,11,13,1,2
"4679",0,0,24,5,6,16,5,2
"4680",0,1,22,2,3,15,5,2
"4681",0,0,23,2,1,16,5,1
"4682",0,0,21,3,6,14,5,2
"4683",0,0,30,2,7,15,5,1
"4684",0,0,38,3,12,13,1,1
"4685",0,0,22,6,6,15,5,1
"4686",0,0,83,4,5,6,3,1
"4687",0,1,24,6,1,16,5,1
"4688",0,0,20,3,1,13,5,2
"4689",0,1,23,6,8,14,5,1
"4690",0,1,27,4,9,16,1,1
"4691",0,1,22,3,10,13,5,1
"4692",0,1,23,5,2,16,5,1
"4693",0,1,40,5,10,20,3,1
"4694",0,0,42,3,12,20,5,1
"4695",1,1,56,4,12,16,1,1
"4696",1,0,44,2,11,17,5,1
"4697",0,1,35,6,12,12,1,2
"4698",1,0,26,3,10,16,5,1
"4699",0,0,24,6,12,12,1,1
"4700",0,1,61,4,5,10,2,2
"4701",1,0,26,5,12,12,1,1
"4702",0,1,66,4,9,6,1,1
"4703",1,0,66,4.1220088,10,11,1,2
"4704",0,1,39,4,10,12,3,1
"4705",1,0,60,5,5,6,1,1
"4706",0,0,21,4,9,11,1,1
"4707",1,1,46,2,11,9,1,2
"4709",0,0,37,4,9,12,2,2
"4710",1,0,58,4,10,7,5,2
"4711",0,1,44,5,10,12,1,1
"4712",0,0,66,5,6,1,1,1
"4713",0,1,75,7,11,14,2,2
"4714",0,1,23,4,11,10,1,2
"4715",0,1,19,2,11,10,5,1
"4716",1,0,42,6,12,12,1,1
"4717",0,1,42,2,12,9,1,2
"4718",0,1,21,1,12,11,5,2
"4719",0,0,23,4,5,10,5,1
"4720",0,1,47,6,12,16,1,2
"4721",1,0,77,5,12,8,2,1
"4722",1,0,39,2,9,14,3,1
"4723",0,0,44,6,9,15,3,2
"4724",1,0,26,5,12,16,1,2
"4725",0,1,35,5,12,16,1,2
"4726",0,0,37,4,12,14,1,1
"4727",1,0,59,6,12,13,1,1
"4728",1,0,57,2,10,14,2,2
"4729",0,1,53,3,12,17,1,2
"4731",0,0,28,4,5,13,3,2
"4732",0,1,37,4,11,12,3,1
"4733",0,1,20,4,1,13,5,1
"4734",0,1,46,2,8,11,4,2
"4735",0,0,22,4,4,12,5,2
"4736",0,1,26,5,2,15,5,1
"4737",0,1,21,3,12,13,5,2
"4738",0,1,21,2,2,14,5,1
"4739",0,0,22,4,1,15,5,2
"4740",0,0,22,4,1,15,5,2
"4741",0,1,21,4,12,14,5,1
"4742",0,0,25,4,4,16,3,2
"4743",0,1,29,4,2,13,3,2
"4744",0,0,21,4,2,12,1,2
"4745",0,1,21,4,9,14,1,2
"4746",1,0,21,6,6,13,1,2
"4747",0,1,20,4,2,14,1,1
"4748",0,1,29,4,1,14,4,2
"4749",0,0,40,3,9,15,3,2
"4750",0,0,38,2,8,17,1,2
"4751",1,0,73,3,4,8,2,2
"4752",0,1,64,5,8,8,1,2
"4753",0,0,27,5,4,13,1,2
"4754",0,0,78,6,5,8,2,2
"4755",0,0,72,4.1220088,5,6,2,2
"4756",0,0,76,2,3,4,2,2
"4757",0,1,55,6,5,6,1,2
"4758",1,0,35,5,12,14,1,2
"4759",0,1,32,6,12,13,1,1
"4760",0,1,35,4,11,12,1,2
"4761",0,1,29,5,12,12,1,1
"4762",1,1,62,3,12,12,1,1
"4763",1,0,23,6,12,13,5,2
"4764",0,0,28,5,12,16,5,2
"4765",0,1,41,6,12,18,3,1
"4766",0,1,54,1,12,11,2,2
"4767",0,1,35,2,12,16,1,1
"4768",0,0,51,4,12,17,1,1
"4770",0,1,48,2,12,16,1,2
"4774",1,0,26,2,12,16,5,1
"4775",0,0,38,3,12,16,3,1
"4776",0,1,27,2,8,13,5,2
"4777",0,1,33,1,9,10,1,1
"4779",0,1,40,4,8,12,5,1
"4780",0,1,71,2,9,8,2,1
"4782",0,1,22,4,11,11,5,2
"4783",0,0,65,6,11,12,1,1
"4786",0,0,38,4,8,12,5,2
"4787",0,1,40,4,11,16,5,2
"4788",0,0,42,4,6,6,3,2
"4789",1,0,53,4,9,11,2,2
"4790",0,1,42,4,9,12,3,2
"4791",1,0,50,6,10,18,2,2
"4792",0,1,18,2,11,13,5,1
"4793",1,0,41,4,10,12,3,2
"4794",0,1,22,2,12,14,5,1
"4796",0,1,63,7,12,8,1,2
"4797",1,0,72,3,8,10,2,2
"4799",1,0,30,6,10,10,4,2
"4800",1,0,23,6,9,12,5,1
"4802",0,1,32,4,12,16,5,2
"4803",1,0,48,2,12,14,1,2
"4805",0,1,47,3,12,18,1,2
"4806",0,1,45,5,12,16,1,1
"4808",0,1,58,3,12,18,1,1
"4809",0,0,50,6,12,14,1,1
"4810",0,0,49,3,12,16,1,2
"4811",0,0,75,4,12,12,1,1
"4812",0,1,55,4,12,14,1,2
"4813",0,1,28,4,12,15,1,2
"4814",0,0,28,4,11,12,5,2
"4815",0,1,25,3,2,7,3,2
"4816",0,1,75,2,11,8,1,1
"4817",0,1,35,4,9,15,1,2
"4818",0,0,47,6,12,10,1,2
"4819",0,0,42,5,12,13,1,1
"4820",0,0,36,4,12,13,1,2
"4821",1,1,42,4,12,16,1,1
"4822",0,1,50,6,12,16,1,2
"4823",0,1,27,2,10,16,5,2
"4824",0,1,34,4,12,13,1,1
"4825",1,0,32,6,10,13,5,2
"4826",0,1,35,2,11,14,4,2
"4827",0,0,24,7,3,12,5,2
"4828",0,0,72,6,11,14,1,2
"4829",0,1,62,4,12,14,3,1
"4830",1,1,71,4,12,14,3,1
"4832",0,0,31,6,12,14,1,1
"4833",0,1,88,4,6,10,2,2
"4834",0,0,78,6,10,9,1,1
"4835",0,0,70,4.1220088,1,10,1,1
"4837",0,1,47,3,12,12,1,2
"4838",0,0,28,6,9,8,5,2
"4839",0,0,30,3,7,11,3,2
"4840",0,0,41,2,12,14,1,1
"4842",0,0,64,4.1220088,5,8,2,2
"4843",0,0,51,4.1220088,7,14,2,2
"4844",1,0,51,4,12,14,3,2
"4845",0,0,23,6,12,16,5,1
"4846",0,1,62,4.1220088,12,10,1,2
"4848",1,0,47,6,12,14,1,1
"4849",0,1,28,4,8,14,4,1
"4850",1,0,51,1,10,12,1,2
"4851",0,1,21,4,12,13,5,2
"4852",0,0,31,4,12,17,5,1
"4853",0,1,26,4,12,10,3,2
"4854",1,0,63,6,8,14,3,1
"4855",1,0,81,5,9,14,2,2
"4856",0,1,49,6,12,10,1,2
"4857",0,1,25,2,10,12,4,1
"4858",0,0,65,1,7,10,1,1
"4859",0,0,19,5,12,12,1,2
"4861",0,1,44,4,7,10,3,1
"4862",0,0,22,2,11,11,1,2
"4863",0,1,25,3,10,13,4,2
"4864",0,0,67,2,9,13,3,2
"4865",0,0,27,4,9,13,3,2
"4866",0,1,35,3,12,12,4,1
"4867",0,1,38,1,6,14,1,2
"4868",1,0,52,4,12,9,1,1
"4869",0,1,37,6,12,12,1,1
"4870",1,0,20,4,12,12,5,2
"4871",0,1,29,6,11,10,1,2
"4872",0,1,25,3,12,14,5,1
"4873",0,0,30,4,11,4,1,1
"4874",0,1,53,4,12,12,1,1
"4875",1,0,67,6,4,13,3,2
"4876",0,1,28,2,12,15,1,2
"4877",1,0,39,4,12,12,3,1
"4878",0,1,54,4,4,11,5,2
"4880",0,1,76,4,6,12,2,2
"4881",1,0,45,6,12,12,1,2
"4882",0,1,56,6,1,8,4,2
"4883",0,1,69,6,12,12,2,2
"4884",0,1,21,2,9,8,5,2
"4885",1,0,22,1,10,11,5,1
"4886",0,1,75,4,9,14,2,1
"4887",1,0,59,6,12,13,1,1
"4889",0,0,37,1,11,15,5,1
"4890",0,1,67,3,12,18,1,1
"4891",0,1,68,2,12,12,5,1
"4892",0,1,34,2,12,18,1,1
"4893",0,0,25,4,12,11,1,2
"4894",0,1,18,2,12,11,5,2
"4895",0,0,89,6,12,10,2,1
"4896",0,1,53,4,12,16,1,2
"4897",0,0,33,3,12,16,1,1
"4898",0,0,30,1,6,13,5,2
"4899",1,0,28,6,10,12,1,2
"4900",0,1,42,3,12,15,4,1
"4901",1,1,33,4,12,12,3,2
"4902",1,0,48,4,12,12,3,2
"4903",0,1,48,4,12,14,1,2
"4904",0,1,56,3,11,12,1,1
"4905",0,0,77,2,7,7,2,2
"4906",0,1,39,4,12,19,1,2
"4907",1,0,42,4,11,13,4,1
"4908",0,1,19,3,12,13,5,2
"4909",1,0,29,4,12,12,1,2
"4912",0,1,52,5,12,12,1,2
"4914",0,0,34,4,9,14,5,2
"4915",0,1,35,2,12,12,5,1
"4917",0,0,23,4,9,12,4,2
"4918",0,1,38,4,12,12,1,2
"4920",0,1,69,4,11,13,2,2
"4921",0,1,20,2,12,12,5,2
"4924",0,1,73,4,9,10,1,1
"4925",0,1,83,4,11,8,1,1
"4926",0,0,32,6,12,12,1,2
"4927",0,1,22,4,12,12,5,1
"4928",0,1,31,4,10,11,3,1
"4929",0,1,29,4,12,14,1,2
"4930",0,0,35,2,6,12,5,2
"4931",0,1,37,2,12,15,1,2
"4932",0,0,68,4,9,12,1,2
"4934",0,0,44,1,10,13,1,1
"4935",0,1,55,3,12,14,1,2
"4937",1,0,34,5,12,18,1,1
"4938",0,1,31,5,12,16,3,2
"4939",0,1,46,4,12,16,3,2
"4940",0,1,42,3,12,13,1,1
"4941",0,1,30,5,10,12,1,1
"4942",0,1,73,5,5,13,3,2
"4943",0,0,47,5,12,14,3,2
"4944",0,1,75,4,12,12,1,1
"4945",1,0,85,3,5,7,2,2
"4946",0,1,38,4.1220088,12,17,1,1
"4947",0,0,31,2,12,12,3,1
"4948",0,1,67,4,6,11,3,2
"4949",0,0,37,1,10,15,5,2
"4950",0,0,23,2,12,16,5,1
"4952",1,0,41,5,12,12,1,1
"4953",1,0,34,6,12,13,1,2
"4954",1,0,41,6,12,18,1,1
"4955",0,1,59,2,12,19,1,1
"4956",1,0,67,5,12,16,1,1
"4957",0,1,39,3,12,16,1,2
"4958",0,1,61,4,12,16,1,2
"4959",1,0,49,7,12,16,1,2
"4960",0,1,46,5,12,16,1,1
"4961",0,0,22,2,1,15,5,2
"4962",0,0,21,6,2,13,5,1
"4963",0,0,21,2,12,14,5,1
"4964",0,0,32,2,12,20,5,2
"4965",0,0,21,6,12,14,5,1
"4966",0,1,49,4.1220088,10,15,3,1
"4967",0,1,21,3,10,15,5,2
"4968",0,1,38,3,12,19,1,1
"4969",0,1,47,6,12,17,1,2
"4970",0,0,28,5,12,18,5,1
"4971",0,0,74,4,12,14,1,2
"4972",0,0,48,4,12,16,1,1
"4973",1,0,53,4,12,16,1,2
"4974",0,1,50,4,12,16,1,2
"4975",0,1,28,5,12,16,3,2
"4977",0,0,23,4,12,12,5,1
"4978",0,0,32,4,10,12,5,2
"4979",0,1,47,2,12,13,5,2
"4980",0,0,28,4,12,13,4,1
"4982",0,0,43,4,12,13,1,1
"4983",0,0,56,4,12,16,2,2
"4985",0,1,29,4,9,14,5,2
"4986",1,0,28,4,9,12,5,1
"4987",0,1,41,4,10,12,5,2
"4988",0,1,31,3,10,14,5,2
"4989",0,1,24,5,11,16,1,2
"4990",1,0,38,1,12,14,5,2
"4991",0,1,29,2,11,12,5,1
"4992",0,1,30,2,12,16,1,2
"4993",1,0,36,6,12,18,1,1
"4994",0,1,50,4,12,16,3,2
"4995",0,1,28,3,9,12,2,2
"4996",0,0,46,4,12,12,5,2
"4997",1,0,54,5,6,20,3,2
"4998",0,1,55,5,11,9,1,1
"4999",1,1,28,5,12,17,1,1
"5000",0,1,38,4,12,12,1,2
"5001",1,0,44,5,11,13,3,2
"5002",0,1,48,6,12,12,1,1
"5003",0,0,26,4,12,17,5,2
"5004",0,0,51,5,2,10,1,1
"5005",0,1,69,6,2,6,2,2
"5006",0,1,59,4,3,13,3,2
"5007",0,0,50,2,12,17,3,1
"5008",0,0,34,3,9,18,5,1
"5009",1,1,45,6,12,17,1,1
"5010",0,0,78,6,3,10,2,2
"5011",1,0,38,4,12,18,1,2
"5012",0,0,71,1,12,13,1,2
"5013",0,1,59,3,12,17,3,1
"5014",0,1,70,4,10,12,1,1
"5016",1,0,33,5,12,18,5,1
"5017",0,1,24,6,11,14,1,1
"5018",0,1,47,5,4,10,5,2
"5019",0,1,37,2,12,18,3,2
"5020",1,0,30,3,9,12,1,2
"5021",0,0,20,4,1,13,5,1
"5022",0,0,89,3,8,8,2,2
"5023",0,1,40,2,5,12,2,2
"5024",0,1,45,6,12,16,3,2
"5025",0,1,33,3,10,14,5,2
"5027",0,1,29,4,10,11,3,1
"5028",1,0,23,5,12,12,5,2
"5029",0,0,47,4,12,12,1,2
"5030",0,1,21,5,12,12,5,1
"5031",0,1,60,5,12,13,2,2
"5032",0,1,34,4,12,14,5,1
"5033",1,0,22,3,12,15,5,2
"5035",0,1,32,6,12,16,5,2
"5037",0,1,87,4,10,8,2,2
"5038",0,0,31,4,11,14,5,2
"5039",1,0,43,5,12,15,1,2
"5040",0,0,45,3,12,13,1,2
"5041",0,1,41,5,12,12,5,1
"5042",0,0,42,4,12,13,1,2
"5043",0,1,38,6,12,13,1,2
"5044",0,1,61,4,12,11,1,2
"5045",0,0,60,6,4,9,2,2
"5046",0,1,70,4,5,12,5,2
"5047",1,0,62,2,9,9,4,2
"5048",0,0,61,2,10,16,1,2
"5049",0,1,42,3,10,16,1,1
"5050",0,1,42,5,10,20,1,1
"5051",1,1,36,3,10,18,3,1
"5052",0,0,60,3,12,16,1,1
"5053",0,1,31,5,12,17,1,1
"5054",0,0,38,4,9,13,3,2
"5055",0,0,56,6,12,12,1,2
"5056",0,1,68,5,12,14,1,2
"5057",0,1,65,6,12,12,1,1
"5058",0,0,50,5,12,14,1,1
"5059",0,1,19,4,9,11,5,2
"5060",1,0,61,6,12,16,1,2
"5062",0,1,54,4,12,18,1,2
"5064",0,0,33,3,12,20,1,2
"5065",0,1,31,4,12,15,1,2
"5067",0,0,28,4,10,12,1,2
"5068",0,1,59,3,12,16,1,1
"5070",0,0,53,3,12,10,1,1
"5071",0,0,36,2,12,18,1,2
"5072",1,1,44,5,10,13,1,2
"5073",0,0,24,4,3,9,4,2
"5074",1,0,35,7,10,12,1,1
"5075",0,0,43,4,11,13,1,1
"5076",0,0,65,4,8,13,3,2
"5077",0,1,66,4.1220088,9,12,1,1
"5078",0,1,21,4,10,12,1,2
"5079",0,1,73,6,10,10,2,1
"5080",0,0,47,2,12,19,1,1
"5081",0,1,50,4,12,12,1,2
"5082",0,1,43,4,12,12,1,2
"5083",0,0,23,6,12,14,5,1
"5084",0,0,47,4,12,14,4,2
"5085",0,1,39,4,12,18,1,2
"5086",0,1,57,7,12,13,1,1
"5087",1,0,31,4,12,14,5,1
"5088",0,1,48,4,12,19,5,1
"5089",0,1,24,2,11,12,1,1
"5090",0,1,32,2,10,15,5,1
"5091",0,1,19,1,12,14,5,1
"5092",0,1,57,6,10,11,3,2
"5093",0,0,43,5,12,14,3,2
"5094",0,1,56,3,12,16,3,2
"5095",0,1,45,5,12,20,1,1
"5096",0,0,23,5,5,15,5,1
"5097",1,0,33,4,12,13,5,1
"5098",0,0,27,5,12,16,5,1
"5099",0,1,48,2,12,18,1,1
"5100",0,1,44,3,12,19,5,2
"5101",1,0,81,4,11,12,1,2
"5102",0,1,55,5,12,12,1,2
"5103",1,0,47,5,12,15,1,1
"5104",0,1,31,5,12,13,1,2
"5105",1,0,43,6,12,12,1,2
"5106",0,1,29,5,12,16,5,1
"5107",1,0,28,4,12,12,1,2
"5108",0,1,27,2,9,12,5,2
"5109",0,0,28,3,11,19,5,2
"5110",1,0,33,4,12,14,1,1
"5111",0,1,36,2,12,19,1,2
"5112",1,0,35,4,12,12,1,1
"5113",0,1,42,4,12,15,1,2
"5114",1,0,38,3,12,12,1,2
"5117",0,1,68,4,12,14,2,2
"5118",0,1,48,3,12,14,5,1
"5119",0,1,39,3,12,15,5,2
"5120",1,1,60,4,11,3,1,1
"5122",0,0,28,2,12,13,5,1
"5123",0,1,21,4,4,12,5,1
"5124",0,1,27,5,12,16,3,1
"5125",1,0,26,6,12,14,1,1
"5126",0,0,29,3,10,15,4,2
"5128",0,0,21,4,6,14,5,1
"5129",1,0,43,6,12,16,1,1
"5130",0,1,31,4,12,8,1,1
"5131",0,1,81,4,9,12,2,2
"5132",0,1,32,3,12,18,5,2
"5133",0,1,73,4,9,12,2,2
"5134",0,0,27,2,10,20,5,2
"5135",0,1,24,2,9,17,5,2
"5136",0,0,25,4,5,16,5,2
"5137",0,0,23,2,8,18,5,1
"5138",0,1,28,4.1220088,1,15,5,2
"5139",0,0,82,6,12,11,1,1
"5140",0,1,33,4,10,16,5,1
"5141",0,1,55,5,12,14,1,2
"5142",0,1,78,4,9,8,2,2
"5143",1,0,34,5,12,20,5,1
"5144",0,1,32,2,12,16,1,2
"5145",0,1,25,4,12,16,1,1
"5147",0,0,35,5,12,15,1,2
"5148",0,1,36,4,12,14,1,1
"5149",1,0,57,4,12,12,1,2
"5150",1,0,19,6,12,12,5,1
"5151",1,1,24,5,12,12,1,2
"5153",1,0,45,4,12,12,1,1
"5154",1,0,42,3,12,9,1,2
"5155",1,1,26,5,12,9,3,2
"5156",1,0,19,5,12,12,5,2
"5157",1,0,49,4.1220088,11,9,1,2
"5158",0,1,81,1,11,15,1,1
"5159",1,0,65,5,3,8,1,1
"5160",0,1,81,4,12,8,1,2
"5161",1,0,38,6,12,16,5,1
"5162",1,0,33,6,12,17,1,1
"5163",0,0,23,2,12,15,5,2
"5164",0,1,43,3,12,12,1,2
"5165",0,1,63,4,12,12,1,2
"5166",1,0,45,6,12,13,1,1
"5167",1,1,31,4,12,12,1,2
"5168",1,1,30,6,12,13,1,1
"5170",0,0,38,2,12,18,1,2
"5171",1,0,27,6,11,19,5,1
"5174",0,1,35,5,11,14,3,2
"5175",0,1,32,1,10,12,1,2
"5176",0,0,51,2,12,12,1,1
"5179",0,0,18,4,12,11,5,2
"5181",0,1,46,4,12,18,1,2
"5183",0,1,33,5,12,14,1,2
"5184",0,1,26,4.1220088,6,8,4,2
"5185",0,0,30,4.1220088,5,13,4,2
"5186",0,1,39,4.1220088,5,12,4,2
"5187",0,0,36,4.1220088,5,12,4,2
"5188",0,0,60,4.1220088,8,0,1,2
"5189",0,1,27,4.1220088,8,11,5,2
"5190",0,0,36,1,11,10,4,2
"5191",1,0,68,4,11,8,1,2
"5192",0,1,32,4,12,14,1,1
"5194",0,0,25,5,12,17,5,1
"5195",0,1,49,5,12,14,1,1
"5197",0,0,63,4,10,12,1,1
"5198",0,0,33,5,12,16,1,2
"5199",0,1,78,5,12,16,1,1
"5200",1,0,67,4.1220088,11,18,3,1
"5204",0,0,69,4.1220088,11,8,1,2
"5205",1,0,43,4.1220088,12,16,4,2
"5207",0,1,25,4.1220088,1,9,5,2
"5208",0,0,50,1,12,18,5,1
"5210",1,0,65,2,9,12,1,1
"5211",0,1,65,4,12,18,1,1
"5212",0,1,30,6,12,13,1,2
"5213",0,1,43,5,12,16,1,1
"5214",1,0,37,3,12,13,1,2
"5215",0,1,76,4,11,14,1,1
"5216",0,0,79,3,9,13,5,2
"5217",0,0,29,5,10,13,5,1
"5218",1,0,44,3,12,12,1,1
"5219",0,1,27,6,8,16,5,2
"5220",0,1,30,2,12,16,1,1
"5221",0,1,47,5,12,12,1,2
"5222",1,0,50,4,10,9,2,2
"5224",0,0,47,4,5,9,3,2
"5225",0,1,28,5,12,14,1,1
"5226",0,0,38,6,12,12,1,2
"5227",0,0,68,5,9,12,1,1
"5228",0,0,67,4,9,9,1,2
"5229",0,1,55,6,12,12,1,2
"5230",0,1,40,4,12,12,1,1
"5231",0,1,85,4,9,12,2,1
"5233",0,1,84,6,10,8,1,1
"5234",0,1,31,2,12,16,1,1
"5235",1,0,57,4,12,12,1,2
"5236",0,1,32,4,12,12,3,2
"5237",1,0,35,5,11,14,5,2
"5238",0,1,21,1,10,12,5,1
"5239",0,0,51,4,9,12,4,2
"5240",1,0,33,4,12,12,1,2
"5241",0,0,37,4,12,14,1,1
"5242",0,1,19,6,12,12,5,2
"5243",0,1,21,4,12,12,5,1
"5244",1,0,39,4,12,12,1,1
"5245",0,0,54,7,12,9,1,1
"5246",1,0,38,4,12,12,1,2
"5247",0,0,43,4,12,13,1,1
"5248",0,1,29,5,12,14,1,2
"5249",0,0,32,4,9,16,4,1
"5250",1,0,38,3,12,16,5,1
"5252",0,0,70,4,6,8,2,2
"5254",0,1,31,6,12,12,1,2
"5255",0,0,36,4,12,14,3,2
"5256",0,1,73,4,10,12,2,2
"5257",0,1,29,2,12,18,1,2
"5258",0,0,27,4,12,12,1,2
"5259",0,0,24,3,11,12,3,2
"5260",0,0,23,4,12,14,5,1
"5261",0,1,42,3,12,14,3,2
"5262",0,1,30,4,12,13,3,2
"5263",1,0,39,4,12,12,1,2
"5264",0,1,39,5,12,12,1,1
"5265",0,1,28,4,12,12,1,2
"5266",0,0,67,2,9,12,1,2
"5267",0,1,50,5,9,12,1,2
"5268",0,0,33,4,12,12,4,2
"5269",0,1,36,5,12,20,1,1
"5270",0,0,55,5,12,16,3,1
"5271",0,1,31,4,12,13,5,1
"5272",0,0,62,5,12,16,1,1
"5273",1,0,51,2,12,15,3,2
"5274",0,1,52,4,11,11,2,2
"5275",1,0,48,1,12,12,3,2
"5276",0,0,49,4,12,17,5,2
"5277",0,1,30,2,11,13,4,2
"5278",0,0,27,4,12,16,1,2
"5279",0,1,66,4,12,11,1,1
"5280",0,1,29,5,12,16,5,2
"5281",0,1,25,1,9,16,5,2
"5282",1,0,27,5,9,16,5,2
"5283",0,0,22,2,7,15,5,2
"5284",0,1,63,2,12,18,3,2
"5285",0,1,45,2,12,16,3,2
"5286",0,1,23,3,8,15,5,2
"5287",1,0,25,5,9,17,5,2
"5288",0,0,31,2,12,16,5,1
"5289",1,1,77,5,12,14,5,2
"5290",0,0,52,4,12,12,1,1
"5291",1,0,55,4,9,12,2,2
"5292",0,0,26,4,12,14,1,2
"5293",0,1,48,5,12,12,1,1
"5294",0,1,29,4,12,14,5,1
"5295",1,0,57,4,12,8,1,2
"5296",1,0,31,3,12,16,1,1
"5297",0,1,43,5,12,12,1,2
"5298",0,0,63,6,8,8,1,1
"5299",1,0,28,2,12,15,5,1
"5300",0,1,69,4,12,15,1,1
"5301",0,1,34,5,9,13,4,2
"5302",0,1,36,3,3,13,3,1
"5303",0,1,30,4,5,13,5,2
"5304",1,0,35,4,8,9,5,2
"5305",0,1,29,4.1220088,6,9,5,2
"5306",0,1,49,3,3,12,3,2
"5307",0,0,21,4.1220088,4,11,5,2
"5308",0,0,22,2,12,12,5,1
"5309",1,0,18,3,12,11,5,2
"5310",0,1,31,1,12,18,3,2
"5311",0,1,31,2,12,14,1,2
"5312",1,0,31,2,12,10,4,2
"5313",0,0,48,2,12,12,1,2
"5314",0,1,19,5,12,12,5,2
"5315",0,0,43,4,12,14,1,2
"5316",1,0,68,5,12,15,1,2
"5317",1,0,48,4,12,14,1,1
"5318",0,0,70,5,6,8,1,2
"5320",0,1,21,4,11,11,5,1
"5321",1,1,85,6,6,10,2,2
"5322",0,1,19,4,12,11,5,2
"5323",1,1,36,6,12,16,1,1
"5324",1,0,70,5,12,12,1,2
"5325",1,0,40,4,12,16,1,1
"5326",0,0,34,2,12,19,3,1
"5327",0,1,43,3,12,14,1,1
"5328",0,0,24,4,12,14,1,1
"5329",0,0,39,4,12,14,1,2
"5330",0,0,38,2,12,14,1,2
"5332",1,0,51,4,12,14,1,2
"5333",0,1,61,6,12,12,1,2
"5334",1,0,24,2,12,14,5,2
"5335",0,0,36,2,9,14,5,2
"5336",0,1,64,2,12,12,2,1
"5337",0,0,72,2,8,11,2,2
"5338",0,0,40,2,12,16,1,2
"5339",0,1,54,6,12,16,1,1
"5340",0,1,64,6,11,12,1,2
"5341",0,1,64,4,9,13,3,1
"5342",0,1,27,2,10,12,1,2
"5343",1,0,76,5,9,13,3,1
"5344",0,1,33,4,12,13,1,2
"5345",1,0,38,5,12,14,1,1
"5346",0,0,72,4,9,12,1,1
"5347",0,1,30,4,12,12,1,2
"5348",1,0,57,4,12,14,1,1
"5349",1,1,40,4,12,12,1,2
"5350",0,0,49,4,11,12,2,2
"5351",0,1,25,6,12,15,1,1
"5352",0,1,44,4,12,12,3,1
"5353",0,1,44,5,12,16,1,2
"5354",1,0,29,6,12,16,5,1
"5355",0,1,39,5,12,17,3,2
"5356",0,1,65,2,12,10,1,2
"5357",0,0,24,4,12,12,3,2
"5358",1,0,49,7,10,9,1,1
"5359",0,1,45,4,7,12,3,2
"5360",1,0,46,4.1220088,9,12,1,2
"5361",1,0,35,4,12,12,1,2
"5362",0,1,46,3,12,17,1,1
"5363",1,0,43,5,11,12,3,2
"5364",0,1,39,4,12,14,1,1
"5365",1,0,61,6,12,12,1,2
"5366",1,1,47,4,12,10,1,1
"5367",0,0,40,5,12,14,1,2
"5368",0,0,56,5,12,12,1,2
"5369",0,1,34,4,12,10,1,1
"5370",0,0,28,5,12,16,5,2
"5371",1,0,72,6,10,12,1,2
"5372",0,1,25,5,12,12,1,1
"5373",1,0,29,4,12,12,1,1
"5374",0,1,74,4,10,12,2,1
"5375",0,1,40,6,12,16,1,2
